,Class,
59910,[3.0],3
59911,[3.0],3
59912,[2.0],2
59913,[1.0],1
59914,[2.0],2
59915,[1.0],1
59916,[2.0],2
59917,[2.0],2
59918,[3.0],3
59919,[3.0],3
59920,[3.0],3
59921,[3.0],3
59922,[3.0],3
59923,[3.0],3
59924,[3.0],3
59925,[2.0],2
59926,[1.0],1
59927,[3.0],3
59928,[1.0],1
59929,[1.0],1
59930,[1.0],1
59931,[1.0],1
59932,[3.0],3
59933,[3.0],3
59934,[1.0],1
59935,[2.0],2
59936,[2.0],2
59937,[2.0],2
59938,[2.0],2
59939,[3.0],3
59940,[3.0],3
59941,[3.0],3
59942,[1.0],1
59943,[2.0],2
59944,[1.0],1
59945,[2.0],2
59946,[2.0],2
59947,[1.0],1
59948,[1.0],1
59949,[2.0],2
59950,[3.0],3
59951,[1.0],1
59952,[3.0],3
59953,[3.0],3
59954,[2.0],2
59955,[1.0],1
59956,[3.0],3
59957,[2.0],2
59958,[3.0],3
59959,[2.0],2
59960,[2.0],2
59961,[3.0],3
59962,[2.0],2
59963,[1.0],1
59964,[3.0],3
59965,[1.0],1
59966,[3.0],3
59967,[1.0],1
59968,[3.0],3
59969,[2.0],2
59970,[1.0],1
59971,[2.0],2
59972,[2.0],2
59973,[3.0],3
59974,[1.0],1
59975,[3.0],3
59976,[2.0],2
59977,[2.0],2
59978,[3.0],3
59979,[3.0],3
59980,[1.0],1
59981,[2.0],2
59982,[1.0],1
59983,[3.0],3
59984,[1.0],1
59985,[2.0],2
59986,[3.0],3
59987,[3.0],3
59988,[2.0],2
59989,[1.0],1
59990,[2.0],2
59991,[3.0],3
59992,[1.0],1
59993,[2.0],2
59994,[2.0],2
59995,[2.0],2
59996,[3.0],3
59997,[1.0],1
59998,[2.0],2
59999,[2.0],2
60000,[1.0],1
60001,[3.0],3
60002,[2.0],2
60003,[1.0],1
60004,[3.0],3
60005,[2.0],2
60006,[3.0],3
60007,[1.0],1
60008,[1.0],1
60009,[2.0],2
60010,[2.0],2
60011,[1.0],1
60012,[2.0],2
60013,[3.0],3
60014,[1.0],1
60015,[2.0],2
60016,[3.0],3
60017,[3.0],3
60018,[1.0],1
60019,[1.0],1
60020,[2.0],2
60021,[2.0],2
60022,[1.0],1
60023,[2.0],2
60024,[3.0],3
60025,[1.0],1
60026,[1.0],1
60027,[3.0],3
60028,[1.0],1
60029,[2.0],2
60030,[1.0],1
60031,[2.0],2
60032,[2.0],2
60033,[2.0],2
60034,[2.0],2
60035,[3.0],3
60036,[2.0],2
60037,[3.0],3
60038,[3.0],3
60039,[3.0],3
60040,[2.0],2
60041,[2.0],2
60042,[2.0],2
60043,[3.0],3
60044,[3.0],3
60045,[2.0],2
60046,[1.0],1
60047,[3.0],3
60048,[1.0],1
60049,[3.0],3
60050,[3.0],3
60051,[3.0],3
60052,[2.0],2
60053,[3.0],3
60054,[1.0],1
60055,[3.0],3
60056,[1.0],1
60057,[1.0],1
60058,[1.0],1
60059,[3.0],3
60060,[2.0],2
60061,[1.0],1
60062,[1.0],1
60063,[1.0],1
60064,[3.0],3
60065,[2.0],2
60066,[3.0],3
60067,[1.0],1
60068,[2.0],2
60069,[2.0],2
60070,[2.0],2
60071,[1.0],1
60072,[2.0],2
60073,[2.0],2
60074,[2.0],2
60075,[1.0],1
60076,[3.0],3
60077,[2.0],2
60078,[1.0],1
60079,[1.0],1
60080,[3.0],3
60081,[2.0],2
60082,[2.0],2
60083,[3.0],3
60084,[3.0],3
60085,[1.0],1
60086,[2.0],2
60087,[2.0],2
60088,[3.0],3
60089,[3.0],3
60090,[3.0],3
60091,[1.0],1
60092,[2.0],2
60093,[2.0],2
60094,[2.0],2
60095,[3.0],3
60096,[2.0],2
60097,[1.0],1
60098,[1.0],1
60099,[2.0],2
60100,[1.0],1
60101,[3.0],3
60102,[1.0],1
60103,[2.0],2
60104,[3.0],3
60105,[1.0],1
60106,[2.0],2
60107,[3.0],3
60108,[1.0],1
60109,[3.0],3
60110,[3.0],3
60111,[2.0],2
60112,[1.0],1
60113,[3.0],3
60114,[2.0],2
60115,[3.0],3
60116,[2.0],2
60117,[1.0],1
60118,[1.0],1
60119,[2.0],2
60120,[1.0],1
60121,[3.0],3
60122,[1.0],1
60123,[2.0],2
60124,[3.0],3
60125,[2.0],2
60126,[2.0],2
60127,[1.0],1
60128,[2.0],2
60129,[2.0],2
60130,[2.0],2
60131,[2.0],2
60132,[1.0],1
60133,[3.0],3
60134,[2.0],2
60135,[2.0],2
60136,[3.0],3
60137,[2.0],2
60138,[3.0],3
60139,[3.0],3
60140,[3.0],3
60141,[2.0],2
60142,[3.0],3
60143,[3.0],3
60144,[1.0],1
60145,[2.0],2
60146,[1.0],1
60147,[2.0],2
60148,[2.0],2
60149,[2.0],2
60150,[3.0],3
60151,[1.0],1
60152,[3.0],3
60153,[2.0],2
60154,[1.0],1
60155,[2.0],2
60156,[1.0],1
60157,[3.0],3
60158,[1.0],1
60159,[2.0],2
60160,[3.0],3
60161,[2.0],2
60162,[3.0],3
60163,[2.0],2
60164,[1.0],1
60165,[2.0],2
60166,[3.0],3
60167,[1.0],1
60168,[2.0],2
60169,[2.0],2
60170,[2.0],2
60171,[3.0],3
60172,[2.0],2
60173,[2.0],2
60174,[3.0],3
60175,[1.0],1
60176,[3.0],3
60177,[1.0],1
60178,[2.0],2
60179,[1.0],1
60180,[1.0],1
60181,[1.0],1
60182,[3.0],3
60183,[1.0],1
60184,[3.0],3
60185,[1.0],1
60186,[2.0],2
60187,[3.0],3
60188,[3.0],3
60189,[1.0],1
60190,[3.0],3
60191,[3.0],3
60192,[3.0],3
60193,[2.0],2
60194,[2.0],2
60195,[2.0],2
60196,[2.0],2
60197,[1.0],1
60198,[3.0],3
60199,[3.0],3
60200,[1.0],1
60201,[3.0],3
60202,[2.0],2
60203,[3.0],3
60204,[3.0],3
60205,[2.0],2
60206,[1.0],1
60207,[2.0],2
60208,[3.0],3
60209,[1.0],1
60210,[1.0],1
60211,[2.0],2
60212,[1.0],1
60213,[3.0],3
60214,[1.0],1
60215,[1.0],1
60216,[2.0],2
60217,[1.0],1
60218,[2.0],2
60219,[3.0],3
60220,[1.0],1
60221,[1.0],1
60222,[1.0],1
60223,[3.0],3
60224,[2.0],2
60225,[3.0],3
60226,[3.0],3
60227,[1.0],1
60228,[1.0],1
60229,[2.0],2
60230,[1.0],1
60231,[1.0],1
60232,[1.0],1
60233,[1.0],1
60234,[1.0],1
60235,[1.0],1
60236,[1.0],1
60237,[1.0],1
60238,[1.0],1
60239,[3.0],3
60240,[2.0],2
60241,[3.0],3
60242,[1.0],1
60243,[1.0],1
60244,[1.0],1
60245,[3.0],3
60246,[1.0],1
60247,[2.0],2
60248,[3.0],3
60249,[3.0],3
60250,[3.0],3
60251,[1.0],1
60252,[1.0],1
60253,[2.0],2
60254,[1.0],1
60255,[3.0],3
60256,[3.0],3
60257,[2.0],2
60258,[1.0],1
60259,[2.0],2
60260,[1.0],1
60261,[1.0],1
60262,[3.0],3
60263,[1.0],1
60264,[2.0],2
60265,[3.0],3
60266,[2.0],2
60267,[1.0],1
60268,[2.0],2
60269,[1.0],1
60270,[1.0],1
60271,[2.0],2
60272,[2.0],2
60273,[3.0],3
60274,[3.0],3
60275,[2.0],2
60276,[3.0],3
60277,[2.0],2
60278,[1.0],1
60279,[3.0],3
60280,[2.0],2
60281,[1.0],1
60282,[1.0],1
60283,[2.0],2
60284,[3.0],3
60285,[1.0],1
60286,[1.0],1
60287,[3.0],3
60288,[1.0],1
60289,[3.0],3
60290,[2.0],2
60291,[2.0],2
60292,[2.0],2
60293,[1.0],1
60294,[3.0],3
60295,[1.0],1
60296,[2.0],2
60297,[1.0],1
60298,[1.0],1
60299,[3.0],3
60300,[2.0],2
60301,[3.0],3
60302,[2.0],2
60303,[1.0],1
60304,[3.0],3
60305,[1.0],1
60306,[2.0],2
60307,[1.0],1
60308,[3.0],3
60309,[2.0],2
60310,[1.0],1
60311,[1.0],1
60312,[2.0],2
60313,[2.0],2
60314,[2.0],2
60315,[3.0],3
60316,[2.0],2
60317,[2.0],2
60318,[3.0],3
60319,[1.0],1
60320,[2.0],2
60321,[1.0],1
60322,[3.0],3
60323,[2.0],2
60324,[1.0],1
60325,[1.0],1
60326,[2.0],2
60327,[1.0],1
60328,[2.0],2
60329,[1.0],1
60330,[2.0],2
60331,[2.0],2
60332,[2.0],2
60333,[3.0],3
60334,[3.0],3
60335,[1.0],1
60336,[3.0],3
60337,[3.0],3
60338,[1.0],1
60339,[2.0],2
60340,[1.0],1
60341,[2.0],2
60342,[1.0],1
60343,[2.0],2
60344,[2.0],2
60345,[3.0],3
60346,[2.0],2
60347,[2.0],2
60348,[3.0],3
60349,[2.0],2
60350,[3.0],3
60351,[2.0],2
60352,[3.0],3
60353,[3.0],3
60354,[2.0],2
60355,[2.0],2
60356,[2.0],2
60357,[1.0],1
60358,[3.0],3
60359,[2.0],2
60360,[3.0],3
60361,[2.0],2
60362,[1.0],1
60363,[3.0],3
60364,[2.0],2
60365,[3.0],3
60366,[2.0],2
60367,[1.0],1
60368,[3.0],3
60369,[2.0],2
60370,[1.0],1
60371,[2.0],2
60372,[2.0],2
60373,[2.0],2
60374,[3.0],3
60375,[1.0],1
60376,[1.0],1
60377,[2.0],2
60378,[2.0],2
60379,[3.0],3
60380,[1.0],1
60381,[3.0],3
60382,[2.0],2
60383,[2.0],2
60384,[1.0],1
60385,[3.0],3
60386,[1.0],1
60387,[2.0],2
60388,[2.0],2
60389,[2.0],2
60390,[3.0],3
60391,[3.0],3
60392,[1.0],1
60393,[3.0],3
60394,[1.0],1
60395,[3.0],3
60396,[2.0],2
60397,[3.0],3
60398,[3.0],3
60399,[2.0],2
60400,[1.0],1
60401,[2.0],2
60402,[3.0],3
60403,[2.0],2
60404,[1.0],1
60405,[3.0],3
60406,[3.0],3
60407,[1.0],1
60408,[1.0],1
60409,[2.0],2
60410,[1.0],1
60411,[3.0],3
60412,[2.0],2
60413,[3.0],3
60414,[2.0],2
60415,[2.0],2
60416,[1.0],1
60417,[1.0],1
60418,[2.0],2
60419,[2.0],2
60420,[1.0],1
60421,[2.0],2
60422,[3.0],3
60423,[2.0],2
60424,[1.0],1
60425,[1.0],1
60426,[2.0],2
60427,[2.0],2
60428,[2.0],2
60429,[1.0],1
60430,[1.0],1
60431,[1.0],1
60432,[2.0],2
60433,[3.0],3
60434,[1.0],1
60435,[2.0],2
60436,[3.0],3
60437,[3.0],3
60438,[2.0],2
60439,[2.0],2
60440,[1.0],1
60441,[2.0],2
60442,[2.0],2
60443,[3.0],3
60444,[3.0],3
60445,[2.0],2
60446,[3.0],3
60447,[2.0],2
60448,[1.0],1
60449,[3.0],3
60450,[3.0],3
60451,[3.0],3
60452,[3.0],3
60453,[1.0],1
60454,[1.0],1
60455,[3.0],3
60456,[2.0],2
60457,[2.0],2
60458,[3.0],3
60459,[2.0],2
60460,[3.0],3
60461,[3.0],3
60462,[1.0],1
60463,[1.0],1
60464,[3.0],3
60465,[3.0],3
60466,[1.0],1
60467,[3.0],3
60468,[2.0],2
60469,[1.0],1
60470,[1.0],1
60471,[2.0],2
60472,[2.0],2
60473,[2.0],2
60474,[1.0],1
60475,[2.0],2
60476,[1.0],1
60477,[1.0],1
60478,[1.0],1
60479,[3.0],3
60480,[3.0],3
60481,[3.0],3
60482,[2.0],2
60483,[3.0],3
60484,[3.0],3
60485,[1.0],1
60486,[2.0],2
60487,[3.0],3
60488,[2.0],2
60489,[1.0],1
60490,[2.0],2
60491,[3.0],3
60492,[3.0],3
60493,[1.0],1
60494,[1.0],1
60495,[3.0],3
60496,[1.0],1
60497,[2.0],2
60498,[2.0],2
60499,[1.0],1
60500,[1.0],1
60501,[1.0],1
60502,[1.0],1
60503,[3.0],3
60504,[1.0],1
60505,[3.0],3
60506,[2.0],2
60507,[1.0],1
60508,[1.0],1
60509,[3.0],3
60510,[1.0],1
60511,[3.0],3
60512,[1.0],1
60513,[2.0],2
60514,[3.0],3
60515,[2.0],2
60516,[2.0],2
60517,[2.0],2
60518,[2.0],2
60519,[2.0],2
60520,[2.0],2
60521,[3.0],3
60522,[1.0],1
60523,[3.0],3
60524,[2.0],2
60525,[3.0],3
60526,[1.0],1
60527,[1.0],1
60528,[3.0],3
60529,[2.0],2
60530,[1.0],1
60531,[2.0],2
60532,[1.0],1
60533,[2.0],2
60534,[1.0],1
60535,[3.0],3
60536,[1.0],1
60537,[2.0],2
60538,[2.0],2
60539,[3.0],3
60540,[2.0],2
60541,[3.0],3
60542,[3.0],3
60543,[3.0],3
60544,[3.0],3
60545,[2.0],2
60546,[2.0],2
60547,[3.0],3
60548,[1.0],1
60549,[1.0],1
60550,[2.0],2
60551,[2.0],2
60552,[1.0],1
60553,[2.0],2
60554,[3.0],3
60555,[1.0],1
60556,[1.0],1
60557,[1.0],1
60558,[1.0],1
60559,[3.0],3
60560,[3.0],3
60561,[2.0],2
60562,[1.0],1
60563,[3.0],3
60564,[2.0],2
60565,[3.0],3
60566,[2.0],2
60567,[2.0],2
60568,[1.0],1
60569,[1.0],1
60570,[3.0],3
60571,[3.0],3
60572,[1.0],1
60573,[3.0],3
60574,[1.0],1
60575,[3.0],3
60576,[3.0],3
60577,[2.0],2
60578,[2.0],2
60579,[1.0],1
60580,[1.0],1
60581,[2.0],2
60582,[1.0],1
60583,[1.0],1
60584,[1.0],1
60585,[2.0],2
60586,[3.0],3
60587,[3.0],3
60588,[3.0],3
60589,[2.0],2
60590,[2.0],2
60591,[3.0],3
60592,[3.0],3
60593,[3.0],3
60594,[2.0],2
60595,[1.0],1
60596,[1.0],1
60597,[2.0],2
60598,[1.0],1
60599,[1.0],1
60600,[2.0],2
60601,[1.0],1
60602,[1.0],1
60603,[3.0],3
60604,[1.0],1
60605,[3.0],3
60606,[2.0],2
60607,[2.0],2
60608,[2.0],2
60609,[2.0],2
60610,[1.0],1
60611,[2.0],2
60612,[2.0],2
60613,[2.0],2
60614,[2.0],2
60615,[2.0],2
60616,[3.0],3
60617,[3.0],3
60618,[2.0],2
60619,[1.0],1
60620,[2.0],2
60621,[3.0],3
60622,[2.0],2
60623,[1.0],1
60624,[1.0],1
60625,[3.0],3
60626,[2.0],2
60627,[3.0],3
60628,[3.0],3
60629,[3.0],3
60630,[1.0],1
60631,[2.0],2
60632,[3.0],3
60633,[2.0],2
60634,[1.0],1
60635,[1.0],1
60636,[3.0],3
60637,[1.0],1
60638,[3.0],3
60639,[3.0],3
60640,[2.0],2
60641,[2.0],2
60642,[3.0],3
60643,[2.0],2
60644,[2.0],2
60645,[2.0],2
60646,[2.0],2
60647,[3.0],3
60648,[2.0],2
60649,[3.0],3
60650,[1.0],1
60651,[1.0],1
60652,[2.0],2
60653,[1.0],1
60654,[3.0],3
60655,[2.0],2
60656,[2.0],2
60657,[2.0],2
60658,[2.0],2
60659,[2.0],2
60660,[3.0],3
60661,[2.0],2
60662,[3.0],3
60663,[1.0],1
60664,[2.0],2
60665,[2.0],2
60666,[1.0],1
60667,[3.0],3
60668,[3.0],3
60669,[1.0],1
60670,[3.0],3
60671,[1.0],1
60672,[3.0],3
60673,[2.0],2
60674,[3.0],3
60675,[3.0],3
60676,[2.0],2
60677,[1.0],1
60678,[2.0],2
60679,[3.0],3
60680,[2.0],2
60681,[3.0],3
60682,[3.0],3
60683,[3.0],3
60684,[2.0],2
60685,[2.0],2
60686,[3.0],3
60687,[2.0],2
60688,[1.0],1
60689,[2.0],2
60690,[3.0],3
60691,[1.0],1
60692,[3.0],3
60693,[3.0],3
60694,[3.0],3
60695,[3.0],3
60696,[1.0],1
60697,[1.0],1
60698,[2.0],2
60699,[3.0],3
60700,[3.0],3
60701,[3.0],3
60702,[1.0],1
60703,[2.0],2
60704,[3.0],3
60705,[2.0],2
60706,[2.0],2
60707,[2.0],2
60708,[1.0],1
60709,[2.0],2
60710,[1.0],1
60711,[2.0],2
60712,[3.0],3
60713,[3.0],3
60714,[2.0],2
60715,[2.0],2
60716,[3.0],3
60717,[2.0],2
60718,[2.0],2
60719,[1.0],1
60720,[3.0],3
60721,[3.0],3
60722,[3.0],3
60723,[1.0],1
60724,[2.0],2
60725,[2.0],2
60726,[1.0],1
60727,[2.0],2
60728,[1.0],1
60729,[2.0],2
60730,[3.0],3
60731,[2.0],2
60732,[1.0],1
60733,[2.0],2
60734,[3.0],3
60735,[1.0],1
60736,[1.0],1
60737,[3.0],3
60738,[3.0],3
60739,[1.0],1
60740,[3.0],3
60741,[1.0],1
60742,[3.0],3
60743,[3.0],3
60744,[3.0],3
60745,[3.0],3
60746,[2.0],2
60747,[1.0],1
60748,[1.0],1
60749,[2.0],2
60750,[3.0],3
60751,[2.0],2
60752,[3.0],3
60753,[2.0],2
60754,[2.0],2
60755,[3.0],3
60756,[3.0],3
60757,[1.0],1
60758,[3.0],3
60759,[3.0],3
60760,[1.0],1
60761,[3.0],3
60762,[2.0],2
60763,[1.0],1
60764,[3.0],3
60765,[1.0],1
60766,[3.0],3
60767,[2.0],2
60768,[3.0],3
60769,[3.0],3
60770,[2.0],2
60771,[3.0],3
60772,[2.0],2
60773,[3.0],3
60774,[2.0],2
60775,[2.0],2
60776,[2.0],2
60777,[2.0],2
60778,[3.0],3
60779,[1.0],1
60780,[3.0],3
60781,[1.0],1
60782,[2.0],2
60783,[1.0],1
60784,[1.0],1
60785,[3.0],3
60786,[1.0],1
60787,[2.0],2
60788,[1.0],1
60789,[3.0],3
60790,[2.0],2
60791,[3.0],3
60792,[2.0],2
60793,[1.0],1
60794,[2.0],2
60795,[2.0],2
60796,[3.0],3
60797,[3.0],3
60798,[2.0],2
60799,[2.0],2
60800,[3.0],3
60801,[3.0],3
60802,[3.0],3
60803,[3.0],3
60804,[2.0],2
60805,[1.0],1
60806,[2.0],2
60807,[3.0],3
60808,[1.0],1
60809,[2.0],2
60810,[2.0],2
60811,[1.0],1
60812,[1.0],1
60813,[3.0],3
60814,[3.0],3
60815,[3.0],3
60816,[2.0],2
60817,[2.0],2
60818,[3.0],3
60819,[3.0],3
60820,[2.0],2
60821,[2.0],2
60822,[1.0],1
60823,[3.0],3
60824,[1.0],1
60825,[3.0],3
60826,[1.0],1
60827,[3.0],3
60828,[1.0],1
60829,[3.0],3
60830,[3.0],3
60831,[2.0],2
60832,[3.0],3
60833,[2.0],2
60834,[1.0],1
60835,[1.0],1
60836,[3.0],3
60837,[3.0],3
60838,[1.0],1
60839,[1.0],1
60840,[3.0],3
60841,[2.0],2
60842,[3.0],3
60843,[2.0],2
60844,[3.0],3
60845,[1.0],1
60846,[1.0],1
60847,[3.0],3
60848,[2.0],2
60849,[2.0],2
60850,[1.0],1
60851,[2.0],2
60852,[3.0],3
60853,[1.0],1
60854,[3.0],3
60855,[1.0],1
60856,[2.0],2
60857,[3.0],3
60858,[1.0],1
60859,[2.0],2
60860,[2.0],2
60861,[1.0],1
60862,[1.0],1
60863,[3.0],3
60864,[2.0],2
60865,[1.0],1
60866,[1.0],1
60867,[3.0],3
60868,[3.0],3
60869,[3.0],3
60870,[3.0],3
60871,[2.0],2
60872,[2.0],2
60873,[2.0],2
60874,[3.0],3
60875,[2.0],2
60876,[1.0],1
60877,[3.0],3
60878,[2.0],2
60879,[1.0],1
60880,[1.0],1
60881,[3.0],3
60882,[3.0],3
60883,[2.0],2
60884,[3.0],3
60885,[3.0],3
60886,[3.0],3
60887,[3.0],3
60888,[3.0],3
60889,[2.0],2
60890,[1.0],1
60891,[1.0],1
60892,[1.0],1
60893,[1.0],1
60894,[2.0],2
60895,[2.0],2
60896,[3.0],3
60897,[3.0],3
60898,[3.0],3
60899,[1.0],1
60900,[1.0],1
60901,[2.0],2
60902,[3.0],3
60903,[1.0],1
60904,[1.0],1
60905,[1.0],1
60906,[1.0],1
60907,[1.0],1
60908,[1.0],1
60909,[2.0],2
60910,[2.0],2
60911,[2.0],2
60912,[1.0],1
60913,[3.0],3
60914,[2.0],2
60915,[1.0],1
60916,[1.0],1
60917,[3.0],3
60918,[3.0],3
60919,[1.0],1
60920,[2.0],2
60921,[1.0],1
60922,[3.0],3
60923,[2.0],2
60924,[1.0],1
60925,[3.0],3
60926,[1.0],1
60927,[3.0],3
60928,[2.0],2
60929,[3.0],3
60930,[3.0],3
60931,[3.0],3
60932,[1.0],1
60933,[1.0],1
60934,[2.0],2
60935,[1.0],1
60936,[1.0],1
60937,[1.0],1
60938,[1.0],1
60939,[1.0],1
60940,[2.0],2
60941,[2.0],2
60942,[3.0],3
60943,[2.0],2
60944,[1.0],1
60945,[3.0],3
60946,[1.0],1
60947,[1.0],1
60948,[1.0],1
60949,[3.0],3
60950,[1.0],1
60951,[1.0],1
60952,[1.0],1
60953,[1.0],1
60954,[1.0],1
60955,[3.0],3
60956,[3.0],3
60957,[1.0],1
60958,[3.0],3
60959,[2.0],2
60960,[2.0],2
60961,[2.0],2
60962,[2.0],2
60963,[1.0],1
60964,[3.0],3
60965,[2.0],2
60966,[3.0],3
60967,[3.0],3
60968,[3.0],3
60969,[3.0],3
60970,[2.0],2
60971,[3.0],3
60972,[1.0],1
60973,[2.0],2
60974,[1.0],1
60975,[1.0],1
60976,[3.0],3
60977,[3.0],3
60978,[3.0],3
60979,[3.0],3
60980,[3.0],3
60981,[2.0],2
60982,[1.0],1
60983,[3.0],3
60984,[2.0],2
60985,[3.0],3
60986,[2.0],2
60987,[2.0],2
60988,[1.0],1
60989,[1.0],1
60990,[3.0],3
60991,[3.0],3
60992,[1.0],1
60993,[2.0],2
60994,[3.0],3
60995,[1.0],1
60996,[1.0],1
60997,[3.0],3
60998,[3.0],3
60999,[2.0],2
61000,[3.0],3
61001,[1.0],1
61002,[1.0],1
61003,[1.0],1
61004,[1.0],1
61005,[1.0],1
61006,[2.0],2
61007,[2.0],2
61008,[1.0],1
61009,[3.0],3
61010,[2.0],2
61011,[1.0],1
61012,[3.0],3
61013,[1.0],1
61014,[3.0],3
61015,[1.0],1
61016,[3.0],3
61017,[1.0],1
61018,[3.0],3
61019,[2.0],2
61020,[1.0],1
61021,[3.0],3
61022,[3.0],3
61023,[3.0],3
61024,[3.0],3
61025,[2.0],2
61026,[3.0],3
61027,[3.0],3
61028,[3.0],3
61029,[2.0],2
61030,[2.0],2
61031,[3.0],3
61032,[2.0],2
61033,[3.0],3
61034,[3.0],3
61035,[3.0],3
61036,[1.0],1
61037,[2.0],2
61038,[2.0],2
61039,[1.0],1
61040,[1.0],1
61041,[2.0],2
61042,[2.0],2
61043,[1.0],1
61044,[3.0],3
61045,[2.0],2
61046,[3.0],3
61047,[3.0],3
61048,[3.0],3
61049,[1.0],1
61050,[2.0],2
61051,[1.0],1
61052,[2.0],2
61053,[1.0],1
61054,[3.0],3
61055,[3.0],3
61056,[2.0],2
61057,[1.0],1
61058,[2.0],2
61059,[1.0],1
61060,[3.0],3
61061,[1.0],1
61062,[1.0],1
61063,[3.0],3
61064,[2.0],2
61065,[2.0],2
61066,[1.0],1
61067,[2.0],2
61068,[1.0],1
61069,[2.0],2
61070,[1.0],1
61071,[3.0],3
61072,[2.0],2
61073,[2.0],2
61074,[1.0],1
61075,[1.0],1
61076,[2.0],2
61077,[2.0],2
61078,[2.0],2
61079,[2.0],2
61080,[3.0],3
61081,[2.0],2
61082,[1.0],1
61083,[2.0],2
61084,[1.0],1
61085,[2.0],2
61086,[1.0],1
61087,[2.0],2
61088,[1.0],1
61089,[3.0],3
61090,[1.0],1
61091,[1.0],1
61092,[1.0],1
61093,[2.0],2
61094,[1.0],1
61095,[1.0],1
61096,[3.0],3
61097,[2.0],2
61098,[3.0],3
61099,[3.0],3
61100,[1.0],1
61101,[2.0],2
61102,[3.0],3
61103,[3.0],3
61104,[2.0],2
61105,[3.0],3
61106,[1.0],1
61107,[3.0],3
61108,[3.0],3
61109,[1.0],1
61110,[3.0],3
61111,[3.0],3
61112,[1.0],1
61113,[1.0],1
61114,[2.0],2
61115,[3.0],3
61116,[3.0],3
61117,[1.0],1
61118,[2.0],2
61119,[2.0],2
61120,[2.0],2
61121,[2.0],2
61122,[3.0],3
61123,[1.0],1
61124,[2.0],2
61125,[2.0],2
61126,[3.0],3
61127,[1.0],1
61128,[3.0],3
61129,[2.0],2
61130,[2.0],2
61131,[1.0],1
61132,[3.0],3
61133,[1.0],1
61134,[2.0],2
61135,[2.0],2
61136,[2.0],2
61137,[2.0],2
61138,[3.0],3
61139,[1.0],1
61140,[1.0],1
61141,[1.0],1
61142,[2.0],2
61143,[2.0],2
61144,[3.0],3
61145,[3.0],3
61146,[1.0],1
61147,[1.0],1
61148,[2.0],2
61149,[2.0],2
61150,[2.0],2
61151,[3.0],3
61152,[1.0],1
61153,[1.0],1
61154,[2.0],2
61155,[2.0],2
61156,[2.0],2
61157,[3.0],3
61158,[3.0],3
61159,[2.0],2
61160,[2.0],2
61161,[1.0],1
61162,[1.0],1
61163,[3.0],3
61164,[2.0],2
61165,[3.0],3
61166,[3.0],3
61167,[2.0],2
61168,[2.0],2
61169,[3.0],3
61170,[1.0],1
61171,[3.0],3
61172,[3.0],3
61173,[3.0],3
61174,[2.0],2
61175,[3.0],3
61176,[2.0],2
61177,[3.0],3
61178,[2.0],2
61179,[2.0],2
61180,[3.0],3
61181,[1.0],1
61182,[1.0],1
61183,[2.0],2
61184,[1.0],1
61185,[1.0],1
61186,[1.0],1
61187,[3.0],3
61188,[3.0],3
61189,[3.0],3
61190,[3.0],3
61191,[1.0],1
61192,[3.0],3
61193,[2.0],2
61194,[3.0],3
61195,[2.0],2
61196,[2.0],2
61197,[3.0],3
61198,[3.0],3
61199,[3.0],3
61200,[2.0],2
61201,[3.0],3
61202,[2.0],2
61203,[3.0],3
61204,[2.0],2
61205,[3.0],3
61206,[3.0],3
61207,[3.0],3
61208,[3.0],3
61209,[1.0],1
61210,[3.0],3
61211,[1.0],1
61212,[3.0],3
61213,[1.0],1
61214,[2.0],2
61215,[1.0],1
61216,[3.0],3
61217,[3.0],3
61218,[1.0],1
61219,[3.0],3
61220,[2.0],2
61221,[1.0],1
61222,[1.0],1
61223,[1.0],1
61224,[2.0],2
61225,[3.0],3
61226,[1.0],1
61227,[1.0],1
61228,[2.0],2
61229,[2.0],2
61230,[3.0],3
61231,[3.0],3
61232,[3.0],3
61233,[1.0],1
61234,[3.0],3
61235,[1.0],1
61236,[3.0],3
61237,[3.0],3
61238,[3.0],3
61239,[2.0],2
61240,[3.0],3
61241,[3.0],3
61242,[3.0],3
61243,[3.0],3
61244,[1.0],1
61245,[2.0],2
61246,[3.0],3
61247,[1.0],1
61248,[1.0],1
61249,[3.0],3
61250,[3.0],3
61251,[2.0],2
61252,[2.0],2
61253,[1.0],1
61254,[1.0],1
61255,[1.0],1
61256,[2.0],2
61257,[3.0],3
61258,[3.0],3
61259,[3.0],3
61260,[1.0],1
61261,[2.0],2
61262,[1.0],1
61263,[2.0],2
61264,[3.0],3
61265,[2.0],2
61266,[3.0],3
61267,[2.0],2
61268,[1.0],1
61269,[3.0],3
61270,[3.0],3
61271,[1.0],1
61272,[2.0],2
61273,[3.0],3
61274,[1.0],1
61275,[1.0],1
61276,[2.0],2
61277,[2.0],2
61278,[3.0],3
61279,[2.0],2
61280,[1.0],1
61281,[1.0],1
61282,[3.0],3
61283,[2.0],2
61284,[2.0],2
61285,[3.0],3
61286,[3.0],3
61287,[2.0],2
61288,[3.0],3
61289,[3.0],3
61290,[3.0],3
61291,[3.0],3
61292,[2.0],2
61293,[3.0],3
61294,[1.0],1
61295,[3.0],3
61296,[1.0],1
61297,[3.0],3
61298,[1.0],1
61299,[1.0],1
61300,[2.0],2
61301,[2.0],2
61302,[3.0],3
61303,[2.0],2
61304,[2.0],2
61305,[3.0],3
61306,[2.0],2
61307,[3.0],3
61308,[3.0],3
